Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,214.449997,214.899994,209.750000,213.425003,197.498611,3514998
2012-01-03,215.699997,220.449997,215.000000,219.574997,203.189651,3439238
2012-01-04,220.949997,222.475006,215.425003,221.649994,205.109787,4871478
2012-01-05,222.000000,223.350006,220.149994,221.824997,205.271790,3380606
2012-01-06,220.500000,228.574997,219.475006,226.649994,209.736694,3977222
2012-01-07,null,null,null,null,null,null
2012-01-09,225.949997,228.550003,223.000000,227.850006,210.847183,4231968
2012-01-10,230.000000,231.149994,228.000000,229.850006,212.697937,4491386
2012-01-11,230.250000,232.000000,227.500000,231.324997,214.062836,3859556
2012-01-12,230.850006,234.550003,230.600006,233.324997,215.913574,3987722
2012-01-13,235.000000,236.524994,230.524994,234.800003,217.278519,3690842
2012-01-16,233.399994,233.925003,229.125000,230.250000,213.068100,3191710
2012-01-17,231.949997,234.500000,231.500000,234.199997,216.723312,3661008
2012-01-18,236.449997,242.699997,234.800003,240.949997,222.969589,10068622
2012-01-19,243.000000,245.125000,240.149994,243.399994,225.236771,8421088
2012-01-20,245.000000,246.725006,240.225006,245.274994,226.971848,7195130
2012-01-23,243.000000,243.875000,240.449997,242.000000,223.941284,3766864
2012-01-24,242.625000,246.550003,240.274994,244.399994,226.162155,7531976
2012-01-25,245.125000,246.500000,242.875000,245.100006,226.809921,7409550
2012-01-27,251.949997,252.000000,239.824997,242.100006,224.033798,7438818
2012-01-30,241.475006,241.500000,236.500000,239.524994,221.650940,4987508
2012-01-31,241.750000,247.500000,239.925003,246.050003,227.689041,5326924
2012-02-01,247.250000,249.850006,240.675003,248.574997,230.025604,6010298
2012-02-02,249.500000,250.000000,245.649994,248.949997,230.372604,11420854
2012-02-03,248.750000,254.000000,247.625000,253.125000,234.236084,7457502
2012-02-06,255.000000,258.000000,250.000000,253.850006,234.906952,8719312
2012-02-07,257.000000,257.700012,254.000000,254.649994,235.647247,6037854
2012-02-08,255.350006,258.899994,251.375000,254.225006,235.253983,6930574
2012-02-09,252.850006,262.975006,252.824997,261.274994,241.777878,8680512
2012-02-10,261.399994,262.825012,257.000000,258.750000,239.441330,5757586
2012-02-13,259.325012,262.500000,257.950012,260.975006,241.500290,7307162
2012-02-14,261.250000,261.899994,257.524994,258.950012,239.626404,6557414
2012-02-15,260.250000,267.450012,258.625000,266.524994,246.636139,9689792
2012-02-16,265.500000,268.924988,261.625000,263.225006,243.582382,4062132
2012-02-17,265.625000,266.500000,260.049988,264.149994,244.438370,7109824
2012-02-21,263.000000,266.750000,260.250000,266.024994,246.173386,7415568
2012-02-22,265.000000,269.450012,263.325012,265.725006,245.895813,6961554
2012-02-23,263.600006,267.975006,263.600006,266.575012,246.682404,8547874
2012-02-24,263.600006,267.700012,257.674988,262.325012,242.749557,8190084
2012-02-27,263.450012,265.725006,256.075012,257.799988,238.562195,7660646
2012-02-28,259.625000,266.700012,256.600006,265.250000,245.456238,7400574
2012-02-29,266.950012,269.950012,256.674988,258.549988,239.256226,9994318
2012-03-01,258.500000,261.149994,252.649994,257.000000,237.821915,6099246
2012-03-02,257.000000,262.500000,253.875000,259.375000,240.019699,4058348
2012-03-03,null,null,null,null,null,null
2012-03-05,260.000000,260.475006,252.774994,255.475006,236.410721,5025686
2012-03-06,254.899994,260.500000,251.625000,253.699997,234.768188,5798594
2012-03-07,253.425003,259.000000,248.774994,257.825012,238.585373,3788818
2012-03-09,261.000000,263.500000,259.825012,261.600006,242.078629,4657522
2012-03-12,267.000000,267.250000,258.500000,259.475006,240.112228,5608692
2012-03-13,261.500000,263.750000,260.174988,262.200012,242.633881,5539714
2012-03-14,264.049988,265.000000,260.725006,264.100006,244.392105,5860562
2012-03-15,264.000000,265.000000,254.524994,255.399994,236.341278,7469598
2012-03-16,255.000000,262.450012,252.500000,253.925003,234.976379,6405304
2012-03-19,255.024994,255.024994,247.550003,249.425003,230.812195,7649884
2012-03-20,248.000000,255.425003,246.500000,252.699997,233.842789,3162136
2012-03-21,251.500000,258.924988,251.500000,257.825012,238.585373,6010786
2012-03-22,256.950012,261.200012,250.050003,252.125000,233.310699,5640032
2012-03-23,254.750000,259.375000,250.475006,256.975006,237.798798,4023582
2012-03-26,256.750000,258.250000,252.824997,255.824997,236.734573,4916458
2012-03-27,257.500000,260.899994,256.000000,259.424988,240.065933,5928676
2012-03-28,259.250000,259.250000,255.024994,256.725006,237.567429,4349746
2012-03-29,254.000000,257.049988,252.500000,255.050003,236.017410,8112558
2012-03-30,256.000000,261.924988,254.875000,259.924988,240.528595,5592488
2012-04-02,259.000000,264.975006,258.049988,264.174988,244.461456,2765466
2012-04-03,266.500000,268.200012,264.000000,265.100006,245.317444,6460406
2012-04-04,262.625000,264.500000,262.200012,263.274994,243.628601,2087538
2012-04-09,261.875000,263.149994,260.000000,260.875000,241.407745,2518370
2012-04-10,261.700012,263.000000,257.924988,262.424988,242.842072,2917036
2012-04-11,260.924988,265.475006,258.549988,263.225006,243.582382,3731624
2012-04-12,262.500000,267.250000,262.149994,265.200012,245.410004,6051644
2012-04-13,268.200012,268.875000,261.950012,264.674988,244.924149,4916714
2012-04-16,264.450012,265.500000,262.049988,264.875000,245.109268,8698042
2012-04-17,266.000000,267.950012,260.549988,265.125000,245.340576,7832904
2012-04-18,266.500000,269.950012,266.500000,268.825012,248.764496,6000142
2012-04-19,270.000000,277.799988,268.600006,277.024994,256.352600,8183338
2012-04-20,276.125000,279.000000,273.225006,275.549988,254.987656,7862550
2012-04-23,275.975006,278.000000,271.649994,272.674988,252.327209,4218824
2012-04-24,273.049988,273.250000,269.700012,270.924988,250.707779,4380390
2012-04-25,272.000000,274.750000,269.000000,273.325012,252.928757,5389194
2012-04-26,272.500000,274.975006,269.500000,270.250000,250.083160,4669476
2012-04-27,271.000000,273.000000,267.100006,270.575012,250.383896,2274510
2012-04-30,271.899994,274.500000,270.174988,271.250000,251.008545,3019510
2012-05-02,270.350006,275.500000,270.350006,274.950012,254.432480,4489174
2012-05-03,272.750000,279.000000,272.725006,277.024994,256.352600,6857274
2012-05-04,275.600006,276.850006,267.325012,268.750000,248.695084,6175944
2012-05-07,265.950012,267.274994,258.200012,266.125000,246.265991,8356344
2012-05-08,266.450012,268.200012,256.625000,257.674988,238.446518,5641540
2012-05-09,256.850006,261.299988,252.699997,256.325012,237.197266,7511996
2012-05-10,255.524994,261.450012,255.000000,258.750000,239.441330,6042190
2012-05-11,256.625000,260.000000,254.100006,255.274994,236.225632,4025042
2012-05-14,255.375000,255.899994,247.024994,250.274994,231.598740,5517424
2012-05-15,248.000000,252.225006,248.000000,249.550003,230.927826,4009732
2012-05-16,247.000000,249.350006,243.000000,247.600006,229.123337,8480436
2012-05-17,248.500000,253.250000,247.500000,248.899994,230.326340,5809260
2012-05-18,244.899994,251.949997,244.500000,250.274994,231.598740,4807208
2012-05-21,250.125000,253.925003,246.975006,248.725006,230.164429,4271170
2012-05-22,251.899994,252.500000,243.475006,244.625000,226.370377,5548406
2012-05-23,245.000000,246.449997,241.100006,243.600006,225.421860,6347944
2012-05-24,246.500000,251.350006,242.500000,249.850006,231.205460,5769622
2012-05-25,249.899994,251.574997,247.800003,250.000000,231.344269,5597286
2012-05-28,250.600006,255.300003,250.000000,254.375000,235.392792,6103426
2012-05-29,255.074997,255.975006,251.050003,252.475006,233.634598,5286512
2012-05-30,250.024994,252.699997,248.274994,250.324997,231.645020,5083640
2012-05-31,248.000000,254.449997,247.675003,253.100006,234.212936,9519560
2012-06-01,252.000000,253.574997,245.000000,245.199997,226.902435,5854374
2012-06-04,244.000000,249.250000,242.524994,247.824997,229.331543,5680484
2012-06-05,250.000000,252.449997,249.225006,250.750000,232.038300,5355356
2012-06-06,252.425003,261.500000,251.750000,259.950012,240.551788,12545846
2012-06-07,262.100006,269.750000,261.500000,268.899994,248.833954,9900246
2012-06-08,270.450012,271.375000,265.475006,269.549988,249.435394,9661372
2012-06-11,270.549988,274.450012,269.200012,270.975006,250.754059,6535942
2012-06-12,269.399994,275.424988,268.975006,274.799988,254.293564,5626920
2012-06-13,275.500000,276.200012,269.899994,270.875000,250.661514,4032366
2012-06-14,270.000000,273.700012,266.325012,267.200012,247.260773,4321276
2012-06-15,267.500000,274.850006,267.475006,273.774994,253.345139,4966112
2012-06-18,276.000000,276.000000,264.774994,267.475006,247.515244,5618732
2012-06-19,267.399994,269.500000,263.149994,268.225006,248.209290,5930368
2012-06-20,268.500000,270.250000,264.274994,267.100006,247.168213,4767236
2012-06-21,266.500000,272.350006,265.649994,271.450012,251.193604,5326328
2012-06-22,267.549988,272.549988,267.549988,272.174988,251.864502,3084408
2012-06-25,272.700012,274.250000,267.500000,268.350006,248.324936,3187424
2012-06-26,269.000000,274.000000,268.149994,271.725006,251.448059,2926564
2012-06-27,273.000000,277.350006,273.000000,274.500000,254.016006,5968644
2012-06-28,273.450012,276.325012,271.625000,274.250000,255.788086,6071220
2012-06-29,276.049988,282.450012,276.024994,281.774994,262.806580,6329586
2012-07-02,282.000000,287.500000,280.000000,286.975006,267.656525,4100762
2012-07-03,287.950012,290.000000,285.850006,287.924988,268.542480,4233400
2012-07-04,288.350006,290.424988,287.825012,289.000000,269.545135,6405142
2012-07-05,288.950012,292.500000,287.725006,292.049988,272.389832,4190764
2012-07-06,291.049988,294.500000,289.250000,290.750000,271.177338,7870760
2012-07-09,289.975006,290.875000,284.549988,289.075012,269.615173,3830580
2012-07-10,290.000000,296.149994,288.750000,294.325012,274.511719,6771508
2012-07-11,293.450012,296.899994,292.549988,293.500000,273.742249,6149722
2012-07-12,291.950012,295.450012,287.799988,290.049988,270.524475,3791874
2012-07-13,292.500000,295.700012,291.225006,293.524994,273.765564,4754286
2012-07-16,294.000000,296.350006,290.524994,291.325012,271.713654,6425080
2012-07-17,293.500000,294.375000,289.299988,291.625000,271.993439,4269678
2012-07-18,292.350006,294.350006,290.049988,293.500000,273.742249,3558998
2012-07-19,294.299988,295.399994,292.774994,294.700012,274.861511,2400224
2012-07-20,294.500000,294.500000,290.500000,291.299988,271.690338,2084472
2012-07-23,288.700012,290.000000,285.524994,286.500000,267.213470,3047264
2012-07-24,286.274994,288.725006,285.100006,287.024994,267.703094,2652794
2012-07-25,287.225006,290.399994,286.850006,288.024994,268.635773,4407852
2012-07-26,289.000000,289.375000,281.500000,282.899994,263.855804,8852708
2012-07-27,286.000000,294.350006,282.325012,292.299988,272.623047,6715436
2012-07-30,293.549988,295.950012,292.000000,293.625000,273.858795,4233142
2012-07-31,295.000000,295.000000,289.924988,293.875000,274.092010,4195704
2012-08-01,292.774994,294.174988,288.799988,293.250000,273.509033,3935494
2012-08-02,293.250000,294.600006,288.649994,291.250000,271.643707,3442730
2012-08-03,290.500000,294.500000,289.875000,294.100006,274.301819,4975750
2012-08-06,296.575012,301.000000,296.500000,300.125000,279.921234,6164588
2012-08-07,301.000000,301.149994,298.500000,300.049988,279.851288,5614382
2012-08-08,300.000000,301.000000,297.350006,299.450012,279.291718,4026558
2012-08-09,300.500000,303.500000,299.250000,302.325012,281.973114,4936560
2012-08-10,300.000000,303.450012,299.825012,301.075012,280.807312,7563710
2012-08-13,300.000000,304.750000,300.000000,303.725006,283.278900,4210852
2012-08-14,303.524994,304.500000,301.625000,304.075012,283.605347,5612784
2012-08-16,304.000000,304.075012,298.924988,300.024994,279.827972,4071648
2012-08-17,299.299988,301.125000,295.899994,297.549988,277.519623,3843078
2012-08-21,297.500000,299.250000,294.100006,298.200012,278.125854,4170420
2012-08-22,297.200012,300.225006,295.674988,298.450012,278.359039,4790430
2012-08-23,299.700012,302.274994,297.625000,298.850006,278.732117,4712524
2012-08-24,296.750000,300.200012,296.625000,298.149994,278.079224,3354188
2012-08-27,297.500000,299.450012,296.024994,297.174988,277.169830,2023362
2012-08-28,296.450012,297.274994,293.250000,294.674988,274.838135,4447982
2012-08-29,294.625000,297.899994,293.125000,294.274994,274.465088,3364814
2012-08-30,293.000000,301.000000,293.000000,297.950012,277.892670,11358202
2012-08-31,295.174988,300.000000,294.625000,297.674988,277.636108,6253370
2012-09-03,298.774994,298.899994,294.000000,295.225006,275.351105,3718908
2012-09-04,295.274994,296.174988,293.600006,295.049988,275.187866,2886294
2012-09-05,294.000000,298.000000,293.674988,296.049988,276.120575,6079236
2012-09-06,295.049988,296.750000,293.049988,294.075012,274.278534,2548726
2012-09-07,297.125000,297.500000,292.850006,295.200012,275.327820,5602574
2012-09-08,null,null,null,null,null,null
2012-09-10,295.750000,298.500000,294.674988,295.575012,275.677582,3017446
2012-09-11,294.375000,298.500000,291.674988,297.200012,277.193207,3155772
2012-09-12,297.625000,300.000000,296.950012,299.600006,279.431610,3195508
2012-09-13,300.500000,300.750000,296.774994,299.600006,279.431610,1699880
2012-09-14,303.299988,307.375000,300.475006,306.375000,285.750488,12885610
2012-09-17,309.500000,309.975006,302.750000,304.149994,283.675262,10543424
2012-09-18,304.149994,306.000000,301.924988,302.725006,282.346222,5019588
2012-09-20,301.000000,305.000000,300.500000,303.450012,283.022430,5245664
2012-09-21,304.350006,314.500000,302.549988,312.575012,291.533173,11801424
2012-09-24,312.750000,318.450012,311.399994,317.500000,296.126587,8787440
2012-09-25,316.500000,319.450012,313.075012,318.450012,297.012634,5843072
2012-09-26,317.424988,318.299988,312.075012,315.375000,294.144653,5365254
2012-09-27,316.500000,318.500000,312.600006,315.399994,294.167999,7930872
2012-09-28,315.950012,317.149994,313.049988,314.575012,293.398560,5503844
2012-10-01,314.500000,316.000000,310.000000,311.424988,290.460541,4027392
2012-10-03,312.000000,313.399994,308.975006,309.725006,288.875031,5516114
2012-10-04,310.750000,316.950012,310.725006,315.649994,294.401123,6326032
2012-10-05,319.000000,319.325012,252.524994,311.200012,290.250732,7473512
2012-10-08,311.950012,311.950012,308.274994,310.350006,289.457947,4645336
2012-10-09,312.475006,315.250000,311.000000,312.875000,291.812927,2155384
2012-10-10,312.000000,312.000000,308.100006,308.975006,288.175507,2147508
2012-10-11,310.575012,313.899994,309.225006,312.424988,291.393250,4906466
2012-10-12,315.000000,317.500000,313.000000,315.575012,294.331177,7753204
2012-10-15,316.200012,317.450012,311.299988,317.075012,295.730225,3786034
2012-10-16,317.625000,317.750000,314.049988,315.200012,293.981445,3636918
2012-10-17,316.000000,316.250000,313.250000,314.049988,292.908813,3216886
2012-10-18,315.000000,318.950012,312.225006,318.100006,296.686157,2809230
2012-10-19,316.000000,317.500000,313.500000,314.250000,293.095367,4527700
2012-10-22,312.600006,320.000000,312.600006,319.500000,297.991974,4120702
2012-10-23,319.524994,319.750000,316.250000,317.049988,295.706909,4166480
2012-10-25,316.325012,320.500000,314.500000,318.674988,297.222534,8505670
2012-10-29,318.924988,321.250000,317.774994,320.299988,298.738098,2756164
2012-10-30,318.524994,322.399994,315.299988,316.825012,295.497040,4417452
