Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,21400.000000,21600.000000,21300.000000,21600.000000,17393.957031,13151350
2012-01-03,21860.000000,22100.000000,21840.000000,22100.000000,17796.595703,16927750
2012-01-04,22100.000000,22200.000000,21500.000000,21600.000000,17393.957031,17103700
2012-01-05,21460.000000,21580.000000,21100.000000,21100.000000,16991.320313,17298400
2012-01-06,21120.000000,21320.000000,20600.000000,20800.000000,16749.736328,18816250
2012-01-09,20800.000000,20820.000000,20300.000000,20320.000000,16363.205078,19283000
2012-01-10,20420.000000,20720.000000,20420.000000,20520.000000,16524.259766,20414800
2012-01-11,20340.000000,20480.000000,20280.000000,20420.000000,16443.732422,19110150
2012-01-12,20320.000000,20580.000000,20220.000000,20560.000000,16556.474609,18511000
2012-01-13,20560.000000,21000.000000,20520.000000,20920.000000,16846.373047,14630750
2012-01-16,20800.000000,20800.000000,20400.000000,20600.000000,16588.681641,11614950
2012-01-17,20820.000000,20960.000000,20480.000000,20720.000000,16685.318359,17084400
2012-01-18,21020.000000,21040.000000,20440.000000,20600.000000,16588.681641,15359650
2012-01-19,20760.000000,21440.000000,20740.000000,21440.000000,17265.111328,22385800
2012-01-20,21800.000000,22100.000000,21520.000000,22100.000000,17796.595703,25550800
2012-01-25,21840.000000,22500.000000,21840.000000,22280.000000,17941.544922,22751300
2012-01-26,22320.000000,22420.000000,21880.000000,22260.000000,17925.441406,17655150
2012-01-27,22400.000000,22500.000000,22220.000000,22500.000000,18118.705078,12741200
2012-01-30,22580.000000,22600.000000,22180.000000,22300.000000,17957.648438,16354450
2012-01-31,22100.000000,22400.000000,21780.000000,22140.000000,17828.806641,21731350
2012-02-01,22140.000000,22140.000000,21560.000000,21580.000000,17377.851563,22849650
2012-02-02,21720.000000,22080.000000,21360.000000,21600.000000,17393.957031,22402650
2012-02-03,21420.000000,21680.000000,21120.000000,21320.000000,17168.480469,17801400
2012-02-06,21680.000000,21820.000000,21320.000000,21480.000000,17297.324219,15837500
2012-02-07,21540.000000,21920.000000,21460.000000,21860.000000,17603.330078,11921950
2012-02-08,21980.000000,22000.000000,21680.000000,21840.000000,17587.224609,11809400
2012-02-09,21740.000000,21800.000000,21200.000000,21680.000000,17458.378906,24005850
2012-02-10,21680.000000,21680.000000,21220.000000,21240.000000,17104.054688,18579100
2012-02-13,21380.000000,21780.000000,21340.000000,21660.000000,17442.271484,16017250
2012-02-14,21680.000000,21780.000000,21480.000000,21600.000000,17393.957031,12317400
2012-02-15,21960.000000,22760.000000,21840.000000,22700.000000,18279.761719,28522350
2012-02-16,22600.000000,22800.000000,22420.000000,22700.000000,18279.761719,15411800
2012-02-17,23180.000000,23600.000000,23120.000000,23520.000000,18940.083984,17308450
2012-02-20,23560.000000,23880.000000,23320.000000,23500.000000,18923.980469,14814150
2012-02-21,23500.000000,23960.000000,23300.000000,23600.000000,19004.511719,10808250
2012-02-22,23640.000000,24000.000000,23440.000000,23940.000000,19278.300781,11779250
2012-02-23,23460.000000,23580.000000,23020.000000,23200.000000,18682.398438,23259200
2012-02-24,23060.000000,23720.000000,23060.000000,23600.000000,19004.511719,14240300
2012-02-27,23480.000000,23600.000000,23180.000000,23420.000000,18859.554688,8273300
2012-02-28,23920.000000,24000.000000,23620.000000,23700.000000,19085.039063,16648100
2012-02-29,23820.000000,24180.000000,23820.000000,24120.000000,19423.253906,17278300
2012-03-02,24300.000000,24340.000000,23580.000000,23640.000000,19036.718750,18023700
2012-03-05,23800.000000,23820.000000,23320.000000,23480.000000,18907.871094,11175250
2012-03-06,23580.000000,23860.000000,23340.000000,23600.000000,19004.511719,10572850
2012-03-07,23500.000000,23660.000000,23300.000000,23440.000000,18875.664063,11521550
2012-03-08,23600.000000,23720.000000,23300.000000,23600.000000,19004.511719,20270400
2012-03-09,23820.000000,24620.000000,23760.000000,24600.000000,19809.789063,18228800
2012-03-12,24480.000000,24520.000000,24200.000000,24200.000000,19487.675781,11826950
2012-03-13,24000.000000,24580.000000,24000.000000,24420.000000,19664.832031,11985550
2012-03-14,24600.000000,25100.000000,24600.000000,25000.000000,20131.896484,18279650
2012-03-15,25020.000000,25200.000000,24840.000000,25000.000000,20131.896484,14038800
2012-03-16,25200.000000,25340.000000,24760.000000,24760.000000,19938.626953,18070200
2012-03-19,24700.000000,25360.000000,24680.000000,25200.000000,20292.951172,11881850
2012-03-20,25340.000000,25540.000000,25200.000000,25340.000000,20405.687500,11935500
2012-03-21,25200.000000,25200.000000,24840.000000,24840.000000,20003.052734,12913550
2012-03-22,24700.000000,25260.000000,24700.000000,25160.000000,20260.740234,12675450
2012-03-23,24860.000000,25480.000000,24860.000000,25220.000000,20309.056641,10818600
2012-03-26,25360.000000,25500.000000,25220.000000,25500.000000,20534.533203,9237800
2012-03-27,25700.000000,26220.000000,25520.000000,26220.000000,21114.333984,14186350
2012-03-28,26000.000000,26160.000000,25900.000000,26040.000000,20969.382813,9914550
2012-03-29,25980.000000,25980.000000,25600.000000,25600.000000,20615.062500,11670000
2012-03-30,25400.000000,25600.000000,25140.000000,25500.000000,20534.533203,15281700
2012-04-02,25500.000000,25980.000000,25220.000000,25980.000000,20921.064453,12582950
2012-04-03,26400.000000,26780.000000,26040.000000,26700.000000,21500.861328,16507900
2012-04-04,26620.000000,27020.000000,26300.000000,26400.000000,21259.285156,14599350
2012-04-05,26040.000000,26700.000000,25940.000000,26600.000000,21420.339844,12921350
2012-04-06,26540.000000,26680.000000,26260.000000,26640.000000,21452.548828,10289650
2012-04-09,26400.000000,26600.000000,26120.000000,26340.000000,21210.966797,8572600
2012-04-10,26280.000000,26400.000000,26140.000000,26220.000000,21114.333984,11176100
2012-04-12,25660.000000,25980.000000,25360.000000,25460.000000,20502.322266,25240650
2012-04-13,25300.000000,25540.000000,25200.000000,25360.000000,20421.794922,35409200
2012-04-16,25460.000000,25520.000000,25000.000000,25180.000000,20276.843750,15222400
2012-04-17,25020.000000,25280.000000,24820.000000,24980.000000,20115.791016,14552300
2012-04-18,25540.000000,26040.000000,25380.000000,25860.000000,20824.433594,17253750
2012-04-19,25840.000000,26140.000000,25780.000000,26140.000000,21049.914063,13156400
2012-04-20,25880.000000,25940.000000,25560.000000,25640.000000,20647.275391,9900550
2012-04-23,25380.000000,25600.000000,25240.000000,25580.000000,20598.958984,8388400
2012-04-24,25300.000000,25720.000000,25240.000000,25660.000000,20663.376953,13238350
2012-04-25,26080.000000,26300.000000,25860.000000,26100.000000,21017.699219,13821600
2012-04-26,26400.000000,26800.000000,26340.000000,26800.000000,21581.392578,16479500
2012-04-27,27100.000000,27660.000000,27020.000000,27480.000000,22128.976563,15905350
2012-04-30,27900.000000,28180.000000,27540.000000,27800.000000,22386.666016,15757100
2012-05-02,28200.000000,28360.000000,27980.000000,28200.000000,22708.773438,18420750
2012-05-03,28040.000000,28200.000000,27960.000000,28020.000000,22563.824219,10327050
2012-05-04,27500.000000,27960.000000,26980.000000,27200.000000,21903.503906,20484300
2012-05-07,26840.000000,27060.000000,26500.000000,26840.000000,21613.605469,18908450
2012-05-08,26960.000000,27040.000000,26780.000000,26820.000000,21597.494141,12048600
2012-05-09,26700.000000,26960.000000,26480.000000,26620.000000,21436.443359,12661700
2012-05-10,26580.000000,26720.000000,26440.000000,26540.000000,21372.017578,13145000
2012-05-11,26300.000000,26460.000000,26060.000000,26060.000000,20985.492188,13626400
2012-05-14,26100.000000,26540.000000,26080.000000,26280.000000,21162.654297,15092100
2012-05-15,26080.000000,26400.000000,26000.000000,26220.000000,21114.333984,15558100
2012-05-16,25960.000000,26000.000000,24560.000000,24600.000000,19809.789063,38488900
2012-05-17,24600.000000,24860.000000,24020.000000,24460.000000,19697.046875,33041100
2012-05-18,24080.000000,24100.000000,23300.000000,23320.000000,18779.029297,30023750
2012-05-21,23880.000000,24320.000000,23800.000000,24180.000000,19471.570313,23702750
2012-05-22,25100.000000,25100.000000,24540.000000,24800.000000,19970.843750,23830550
2012-05-23,24800.000000,24800.000000,23900.000000,24420.000000,19664.832031,16157100
2012-05-24,24260.000000,24500.000000,23960.000000,24500.000000,19729.257813,15251250
2012-05-25,24660.000000,24920.000000,24460.000000,24500.000000,19729.257813,10164250
2012-05-29,24240.000000,24760.000000,24120.000000,24760.000000,19938.626953,10815350
2012-05-30,24760.000000,24800.000000,24300.000000,24520.000000,19745.361328,12653250
2012-05-31,24260.000000,24260.000000,23840.000000,24220.000000,19503.777344,22106900
2012-06-01,24260.000000,24740.000000,23980.000000,24660.000000,19858.101563,13554450
2012-06-04,23960.000000,24100.000000,23840.000000,23920.000000,19262.195313,18068750
2012-06-05,24020.000000,24180.000000,23860.000000,24060.000000,19374.939453,12848900
